AKUN/DESKRIPSI,TANGGAL,DESKRIPSI KEGIATAN,REALISASI (RP)
612403103/RUMAH TANGGA,09/10/2020,PEMB. BUTIRAN STYROFOAM,5000
612403103/RUMAH TANGGA,09/10/2020,PEMB. LUNA AQUARIUM,63000
612403103/RUMAH TANGGA,10/10/2020,PEMB. KARANGAN BUNGA MAWAR PERPISAHAN PAK SEKDA,120000
612403103/RUMAH TANGGA,12/10/2020,PEMB. MATERAI 6000,300000
612401102/BEBAN FOTOCOPY,08/10/2020,PEMB. JILID SPIRAL & LAMINATING JKK JKM,16000
612203106/BIAYA LAYANAN PESERTA,08/10/2020,PEMBELIAN PULSA LAYANAN,124000
612415103/RETRIBUSI & KEBERSIHAN,08/10/2020,PEMBY. BIAYA KEBERSIHAN KANTOR,300000
612415103/RETRIBUSI & KEBERSIHAN,12/10/2020,PEMBY. BIAYA KEBERSIHAN & KEAMANAN RUMAH DINAS,300000
612201102/BIAYA PUBLIKASI & DOKUMENTASI,06/10/2020,PEMB. PUBLIKASI RADAR ,1200000
612201102/BIAYA PUBLIKASI & DOKUMENTASI,09/10/2020,PEMB. STEROFOAM SIMBOLIS THT & PENSIUN,30000
612414101/BBM/TOL/PARKIR,02/10/2020,BBM MOBIL DINAS ,240000
612414101/BBM/TOL/PARKIR,06/10/2020,BBM MOBIL DINAS,400000
612414101/BBM/TOL/PARKIR,07/10/2020,BBM MOBIL DINAS ,250000
612403103/RUMAH TANGGA,03/10/2020,KARANGAN BUNGA ULANG TAHUN,1500000
612403103/RUMAH TANGGA,05/10/2020,KARANGAN BUNGA ULANG TAHUN,1500000
612403103/RUMAH TANGGA,07/10/2020,KARANGAN BUNGA PELANTIKAN SEKDA KOTA BOGOR - IBU SYARIFAH SOFIAH,1000000
612412101/BIAYA JAMUAN KANTOR,13/10/2020,JAMUAN INTERNAL,83800
612412101/BIAYA JAMUAN KANTOR,14/10/2020,JAMUAN INTERNAL,186000
612412101/BIAYA JAMUAN KANTOR,14/10/2020,JAMUAN INTERNAL,203500
612403103/RUMAH TANGGA,12/10/2020,"PEMB. KOPI, GULA & TEH",447000
612403103/RUMAH TANGGA,10/10/2020,PEMB. TISSUE MIC,50000
612403103/RUMAH TANGGA,13/10/2020,"PEMB. AKRILIK TULISAN ""SELAIN PETUGAS DILARANG MASUK"" RUANG DOSIR",150000
612403103/RUMAH TANGGA,10/10/2020,PEMB. KARANGAN BUNGA PERNIKAHAN PUTERI,750000
612408101/ PEMELIHARAAN KANTOR,13/10/2020,PEMBELIAN PERLENGKAPAN KANTOR,1392300
612408101/ PEMELIHARAAN KANTOR,10/10/2020,PEMB. LAMPU & KABEL LISTRIK LT 2 KANTOR,352000
612408101/ PEMELIHARAAN KANTOR,13/10/2020,PEMB. ALAT KEBERSIHAN ,375000
612414101/BBM/TOL/PARKIR,13/10/2020,BBM MOBIL DINAS ,275000
612414101/BBM/TOL/PARKIR,14/10/2020,BBM MOBIL DINAS,300000
612408103/PEMELIHARAAN/PERBAIKAN KENDARAAAN,13/10/2020,NITRO-PLUS  MOBIL DINAS  ,40000
612415103/RETRIBUSI & KEBERSIHAN,12/10/2020,DANA BANTUAN KEG. SOSIAL,100000
612412101/BIAYA JAMUAN KANTOR,15/10/2020,JAMUAN INTERNAL,680000
612412101/BIAYA JAMUAN KANTOR,20/10/2020,JAMUAN INTERNAL,140000
612412101/BIAYA JAMUAN KANTOR,20/10/2020,JAMUAN TAMU DINAS,33000
612412101/BIAYA JAMUAN KANTOR,20/10/2020,JAMUAN TAMU DINAS,145000
612412101/BIAYA JAMUAN KANTOR,20/10/2020,JAMUAN TAMU DINAS,200000
612412101/BIAYA JAMUAN KANTOR,20/10/2020,JAMUAN INTERNAL,420000
612403103/RUMAH TANGGA,20/10/2020,KARANGAN BUNGA ULANG TAHUN BM KC BOGOR,300000
612403103/RUMAH TANGGA,20/10/2020,PEMB. PLASTIK WRAPING ,24500
612403103/RUMAH TANGGA,30/09/2020,AIR MINUM KARYAWAN,893001
612403103/RUMAH TANGGA,19/10/2020,PEMB. CONVETTI 30 CM,32000
612403103/RUMAH TANGGA,20/10/2020,PEMB. PIRING PLASTIK & GARPU KUE,51000
612201102/BIAYA PUBLIKASI & DOKUMENTASI,19/10/2020,BIAYA CETAK ROLL UP BANNER,285000
612414101/BBM/TOL/PARKIR,15/10/2020,BBM MOBIL DINAS,350000
612414101/BBM/TOL/PARKIR,19/10/2020,BBM MOBIL DINAS ,200000
612414101/BBM/TOL/PARKIR,20/10/2020,BBM MOBIL DINAS ,200000
612412101/BIAYA JAMUAN KANTOR,22/10/2020,JAMUAN INTERNAL,840000
612412101/BIAYA JAMUAN KANTOR,20/10/2020,JAMUAN INTERNAL,175000
612412101/BIAYA JAMUAN KANTOR,22/10/2020,JAMUAN INTERNAL,307500
612403103/RUMAH TANGGA,22/10/2020,PEMBATAS BINDER,95000
612403103/RUMAH TANGGA,21/10/2020,POST IT SIGN HERE,50000
612403103/RUMAH TANGGA,20/10/2020,THINWAL-BOX PLASTIK,64000
612201102/BIAYA PUBLIKASI & DOKUMENTASI,21/10/2020,BIAYA CETAK A3,21000
612201102/BIAYA PUBLIKASI & DOKUMENTASI,21/10/2020,BIAYA CETAK ROLL UP BANNER AKHLAK NEW CORE VALUES,285000
612414101/BBM/TOL/PARKIR,21/10/2020,BBM MOBIL DINAS,250000
612414101/BBM/TOL/PARKIR,22/10/2020,BBM MOBIL DINAS ,248000
612403103/RUMAH TANGGA,26/10/2020,PEMB. KARANGAN BUNGA SUKA CITA PERNIKAHAN DES PUTRI BPK DESRIZAL,500000
612412101/BIAYA JAMUAN KANTOR,26/10/2020,JAMUAN INTERNAL,364000
612203106/BIAYA LAYANAN PESERTA,26/10/2020,PEMBELIAN PULSA MODEM LAYANAN,104000
612414101/BBM/TOL/PARKIR,26/10/2020,BBM MOBIL DINAS,250000
612414101/BBM/TOL/PARKIR,26/10/2020,BBM MOBIL DINAS,350000
612414101/BBM/TOL/PARKIR,26/10/2020,BBM MOBIL DINAS ,250000
612414101/BBM/TOL/PARKIR,26/10/2020,BBM MOBIL DINAS ,250000
612415103/SUMBANGAN SUKARELA,26/10/2020,DANA BANTUAN KEGIATAN LOMBA MENULIS CERPEN SE KOTA BOGOR,500000
612412101/BIAYA JAMUAN KANTOR,03/11/2020,JAMUAN INTERNAL,36300
612412101/BIAYA JAMUAN KANTOR,04/11/2020,JAMUAN INTERNAL,57000
612412101/BIAYA JAMUAN KANTOR,04/11/2020,JAMUAN INTERNAL,256000
612412101/BIAYA JAMUAN KANTOR,01/11/2020,JAMUAN INTERNAL,332000
612412101/BIAYA JAMUAN KANTOR,04/11/2020,JAMUAN RAPAT INTERNAL,83000
612414101/BBM/TOL/PARKIR,01/11/2020,BBM MOBIL DINAS ,180000
612414101/BBM/TOL/PARKIR,03/11/2020,BBM MOBIL DINAS ,315000
612414101/BBM/TOL/PARKIR,27/10/2020,BBM MOBIL DINAS,350000
612403103/RUMAH TANGGA,03/11/2020,PEMB. ISI CUTTER,24000
612408101/ PEMELIHARAAN KANTOR,03/11/2020,PEMB. RACUN RUMPUT,80000
612408101/ PEMELIHARAAN KANTOR,02/11/2020,PEMB. PERL. PERBAIKAN KRAN,96500
612408101/ PEMELIHARAAN KANTOR,19/10/2020,PEMB. PERL. TAMAN,235000
612401102/BEBAN FOTOCOPY,03/11/2020,LAMINATING & JILID SPIRAL KAWAT LAP KEUANGAN,62000
612412101/BIAYA JAMUAN KANTOR,03/11/2020,JAMUAN INTERNAL,187000
612412101/BIAYA JAMUAN KANTOR,04/11/2020,JAMUAN INTERNAL,50000
612412101/BIAYA JAMUAN KANTOR,10/11/2020,JAMUAN INTERNAL,186000
612412101/BIAYA JAMUAN KANTOR,06/10/2020,JAMUAN INTERNAL,720000
612412101/BIAYA JAMUAN KANTOR,10/11/2020,JAMUAN TAMU DINAS,700000
612408101/ PEMELIHARAAN KANTOR,05/11/2020,SLINDER KUNCI,80000
612408101/ PEMELIHARAAN KANTOR,07/11/2020,KRAN & SELANG WASTAFEL,225000
612403103/RUMAH TANGGA,12/10/2020,AKRILIK HURUF TASPEN ,1700000
612414101/BBM/TOL/PARKIR,05/11/2020,BBM MOBIL DINAS ,236000
612414101/BBM/TOL/PARKIR,09/11/2020,BBM MOBIL DINAS,300000
612414101/BBM/TOL/PARKIR,09/11/2020,BBM MOBIL DINAS,400000
612414101/BBM/TOL/PARKIR,06/11/2020,BBM MOTOR DINAS,25000
612414101/BBM/TOL/PARKIR,06/11/2020,TOL MOBIL DINAS : TOL BOGOR,7000
612414101/BBM/TOL/PARKIR,06/11/2020,TOL MOBIL DINAS : TOL BOGOR 2,7000
612208201/PEM. SOFT/HARD,04/11/2020,SETTING PASSWORD DAN RESET ACCESS POINT KANTOR,300000
612412101/BIAYA JAMUAN KANTOR,01/11/2020,JAMUAN INTERNAL,40000
612412101/BIAYA JAMUAN KANTOR,13/11/2020,JAMUAN INTERNAL,83000
612412101/BIAYA JAMUAN KANTOR,13/11/2020,JAMUAN INTERNAL,131000
"612403101/TELEPON/INTERNET/FASIMILI,AIR, LISTRIK & GAS",12/05/2020,GAS 12 KG,148000
612403103/RUMAH TANGGA,12/11/2020,MASKER HIJAB,577500
612414101/BBM/TOL/PARKIR,09/11/2020,BBM MOBIL DINAS ,247000
612414101/BBM/TOL/PARKIR,12/11/2020,BBM MOBIL DINAS ,250000
612414101/BBM/TOL/PARKIR,13/11/2020,BBM MOBIL DINAS ,247000
612414101/BBM/TOL/PARKIR,03/11/2020,BBM MOTOR DINAS,20000
612203106/BIAYA LAYANAN PESERTA,12/11/2020,AIR MINUM PESERTA,720000
612203106/BIAYA LAYANAN PESERTA,11/11/2020,PEMB. PULSA HP LAYANAN,124000
612415103/RETRIBUSI & KEBERSIHAN,12/11/2020,PEMBY. BIAYA KEBERSIHAN KANTOR,300000
612415103/SUMBANGAN SUKARELA,16/11/2020,DANA BANTUAN KEGIATAN LOMBA MENULIS CERPEN SE KOTA BOGOR,500000
612415103/SUMBANGAN SUKARELA,10/11/2020,DANA BANTUAN BULAN NOV 2020,100000
612403103/RUMAH TANGGA,07/11/2020,PEMB. AIR MINUM KARYAWAN,1007000
612403103/RUMAH TANGGA,13/11/2020,PEMB. INDOCAFE,86700
612403103/RUMAH TANGGA,12/11/2020,"PEMB. KOPI, TEH, GULA",489000
612408101/ PEMELIHARAAN KANTOR,13/11/2020,PEMBELIAN PERALATAN KEBERSIHAN,440000
612408101/ PEMELIHARAAN KANTOR,13/11/2020,PEMBELIAN PERLENGKAPAN KANTOR,1277900
612412101/BIAYA JAMUAN KANTOR,16/11/2020,JAMUAN INTERNAL,51000
612412101/BIAYA JAMUAN KANTOR,18/11/2020,JAMUAN RAPAT INTERNAL,60000
612414101/BBM/TOL/PARKIR,17/11/2020,BBM MOBIL DINAS ,282000
612414101/BBM/TOL/PARKIR,16/11/2020,BBM MOBIL DINAS,350000
612414101/BBM/TOL/PARKIR,19/11/2020,BBM MOBIL DINAS ,238590
612414101/BBM/TOL/PARKIR,20/11/2020,BBM MOBIL DINAS ,250000
612414101/BBM/TOL/PARKIR,20/11/2020,BBM MOBIL DINAS ,400000
612414101/BBM/TOL/PARKIR,20/11/2020,BBM MOBIL DINAS,400000
612414101/BBM/TOL/PARKIR,15/11/2020,BBM MOTOR DINAS,30000
612401102/BEBAN FOTOCOPY,19/11/2020,PEMB. PRINT PENGUMUMAN LAYANAN PESERTA A3,7000
612403103/RUMAH TANGGA,20/11/2020,PEMBELIAN MATERAI UMUM,345000
811010108/BEBAN COVID-19,11/11/2020,SWABTEST AN LINDAWATI SIAHAAN,900000
811010108/BEBAN COVID-20,11/11/2020,SWABTEST AN JHONSON HASIBUAN (SUAMI),900000
811010108/BEBAN COVID-21,11/11/2020,SWABTEST AN YESICA BERLIANA (ANAK),900000
612412101/BIAYA JAMUAN KANTOR,23/11/2020,JAMUAN INTERNAL,318500
612412101/BIAYA JAMUAN KANTOR,25/11/2020,JAMUAN INTERNAL,304700
612412101/BIAYA JAMUAN KANTOR,26/11/2020,JAMUAN INTERNAL,319200
612412101/BIAYA JAMUAN KANTOR,23/11/2020,JAMUAN INTERNAL,217000
612412101/BIAYA JAMUAN KANTOR,24/11/2020,JAMUAN INTERNAL,230000
612412101/BIAYA JAMUAN KANTOR,24/11/2020,JAMUAN INTERNAL,46400
612412101/BIAYA JAMUAN KANTOR,23/11/2020,JAMUAN INTERNAL,24500
612412101/BIAYA JAMUAN KANTOR,26/11/2020,JAMUAN INTERNAL,98000
612412101/BIAYA JAMUAN KANTOR,26/11/2020,JAMUAN INTERNAL,60000
612412101/BIAYA JAMUAN KANTOR,23/11/2020,JAMUAN INTERNAL,215000
612412101/BIAYA JAMUAN KANTOR,24/11/2020,JAMUAN INTERNAL,170000
612412101/BIAYA JAMUAN KANTOR,25/11/2020,JAMUAN INTERNAL,124500
612412101/BIAYA JAMUAN KANTOR,26/11/2020,JAMUAN INTERNAL,196000
612412101/BIAYA JAMUAN KANTOR,26/11/2020,JAMUAN INTERNAL,60000
612412101/BIAYA JAMUAN KANTOR,26/11/2020,JAMUAN INTERNAL,36500
612414101/BBM/TOL /PARKIR,24/11/2020,BBM MOBIL DINAS,289980
612414101/BBM/TOL /PARKIR,24/11/2020,BBM MOBIL DINAS ,235000
612414101/BBM/TOL /PARKIR,24/11/2020,BBM MOBIL DINAS ,300000
612414101/BBM/TOL /PARKIR,24/11/2020,BBM MOBIL DINAS ,300000
612414101/BBM/TOL /PARKIR,26/11/2020,BBM MOBIL DINAS ,273000
612414101/BBM/TOL /PARKIR,25/11/2020,BBM MOBIL DINAS,350000
612414101/BBM/TOL /PARKIR,24/11/2020,TOL MOBIL DINAS: CILILITAN,10000
612414101/BBM/TOL /PARKIR,24/11/2020,TOL MOBIL DINAS: BOGOR,7000
612414101/BBM/TOL /PARKIR,24/11/2020,TOL MOBIL DINAS: SENTUL SELATAN,7000
612414101/BBM/TOL /PARKIR,24/11/2020,TOL MOBIL DINAS: SENTUL BARAT,10000
612414101/BBM/TOL /PARKIR,20/11/2020,TOL MOBIL DINAS: SENTUL BARAT,10000
612414101/BBM/TOL /PARKIR,21/11/2020,TOL MOBIL DINAS: SENTUL BARAT,10000
612414101/BBM/TOL /PARKIR,20/11/2020,TOL MOBIL DINAS: SENTUL BARAT,10000
612414101/BBM/TOL /PARKIR,21/11/2020,TOL MOBIL DINAS: SENTUL BARAT,10000
612414101/BBM/TOL /PARKIR,20/11/2020,TOL MOBIL DINAS: SENTUL BARAT,10000
612412101/BIAYA JAMUAN KANTOR,23/11/2020,JAMUAN INTERNAL,75000
612412101/BIAYA JAMUAN KANTOR,26/11/2020,JAMUAN INTERNAL,113000
612412101/BIAYA JAMUAN KANTOR,23/11/2020,JAMUAN INTERNAL,66000
612412101/BIAYA JAMUAN KANTOR,24/11/2020,JAMUAN INTERNAL,220000
612412101/BIAYA JAMUAN KANTOR,24/11/2020,JAMUAN INTERNAL,958000
612412101/BIAYA JAMUAN KANTOR,23/11/2020,JAMUAN INTERNAL,762000
612414101/BBM/TOL /PARKIR,24/11/2020,BBM MOBIL DINAS,289980
612414101/BBM/TOL /PARKIR,24/11/2020,BBM MOBIL DINAS ,235000
612414101/BBM/TOL /PARKIR,24/11/2020,BBM MOBIL DINAS ,300000
612414101/BBM/TOL /PARKIR,24/11/2020,BBM MOBIL DINAS ,300000
612414101/BBM/TOL /PARKIR,26/11/2020,BBM MOBIL DINAS ,273000
612414101/BBM/TOL /PARKIR,25/11/2020,BBM MOBIL DINAS,350000
612414101/BBM/TOL /PARKIR,24/11/2020,TOL MOBIL DINAS: CILILITAN,10000
612414101/BBM/TOL /PARKIR,24/11/2020,TOL MOBIL DINAS: BOGOR,7000
612414101/BBM/TOL /PARKIR,24/11/2020,TOL MOBIL DINAS: SENTUL SELATAN,7000
612414101/BBM/TOL /PARKIR,24/11/2020,TOL MOBIL DINAS: SENTUL BARAT,10000
612414101/BBM/TOL /PARKIR,20/11/2020,TOL MOBIL DINAS: SENTUL BARAT,10000
612414101/BBM/TOL /PARKIR,21/11/2020,TOL MOBIL DINAS: SENTUL BARAT,10000
612414101/BBM/TOL /PARKIR,20/11/2020,TOL MOBIL DINAS: SENTUL BARAT,10000
612414101/BBM/TOL /PARKIR,21/11/2020,TOL MOBIL DINAS: SENTUL BARAT,10000
612412101/BIAYA JAMUAN KANTOR,27/11/2020,JAMUAN TAMU DINAS,113000
612412101/BIAYA JAMUAN KANTOR,27/11/2020,JAMUAN TAMU DINAS,66000
612412101/BIAYA JAMUAN KANTOR,27/11/2020,JAMUAN TAMU DINAS,125000
612412101/BIAYA JAMUAN KANTOR,27/11/2020,JAMUAN TAMU DINAS,80000
612412101/BIAYA JAMUAN KANTOR,28/11/2020,JAMUAN TAMU DINAS,200000
612412101/BIAYA JAMUAN KANTOR,28/11/2020,JAMUAN TAMU DINAS,315000
612412101/BIAYA JAMUAN KANTOR,28/11/2020,JAMUAN TAMU DINAS,162000
612412101/BIAYA JAMUAN KANTOR,28/11/2020,JAMUAN TAMU DINAS,958000
612412101/BIAYA JAMUAN KANTOR,28/11/2020,JAMUAN TAMU DINAS,220000
612412101/BIAYA JAMUAN KANTOR,30/11/2020,JAMUAN TAMU DINAS,95000
612412101/BIAYA JAMUAN KANTOR,28/11/2020,JAMUAN TAMU DINAS,762000
612403103/RUMAH TANGGA,27/11/2020,KOPI,40000
612414101/BBM/TOL /PARKIR,27/11/2020,BBM MOBIL DINAS,250000
612414101/BBM/TOL /PARKIR,27/11/2020,BBM MOBIL DINAS,350000
612414101/BBM/TOL /PARKIR,30/11/2020,BBM MOBIL DINAS ,318000
612414101/BBM/TOL /PARKIR,26/11/2020,PEMB. BBM MOTOR DINAS,25000
612203101/BIAYA JAMUAN KANTOR,27/11/2020,SNACK SORE,80000
612203101/BIAYA JAMUAN KANTOR,28/11/2020,SNACK PAGI,200000
612203101/BIAYA JAMUAN KANTOR,28/11/2020,SNACK SORE,762000
612203101/BIAYA JAMUAN KANTOR,28/11/2020,PEMBL. BUAH BUAHAN,315000
612203101/BIAYA JAMUAN KANTOR,28/11/2020,SNACK SORE,162000
612203101/BIAYA JAMUAN KANTOR,28/11/2020,JAMUAN MAKAN SIANG,958000
612203101/BIAYA JAMUAN KANTOR,28/11/2020,JAMUAN MAKAN MALAM,220000
612403103/RUMAH TANGGA,27/11/2020,KOPI 2 PCS,40000
612414101/BBM/TOL /PARKIR,27/11/2020,BBM MOBIL DINAS,250000
612414101/BBM/TOL /PARKIR,27/11/2020,BBM MOBIL DINAS,350000
612414101/BBM/TOL /PARKIR,30/11/2020,BBM MOBIL DINAS ,318000
612414101/BBM/TOL /PARKIR,02/12/2020,BBM MOBIL DINAS ,245000
612414101/BBM/TOL /PARKIR,26/11/2020,PEMB. BBM MOTOR DINAS,25000
612414101/BBM/TOL /PARKIR,02/12/2020,PEMB. BBM MOTOR DINAS,30000
612203106/BIAYA LAYANAN PESERTA,02/12/2020,AIR MINUM PESERTA,240000
612203103/BEBAN,25/11/2020,JAMUAN RAPAT KOORDINASI,3388550
612412101/BIAYA JAMUAN KANTOR,14/12/2020,JAMUAN RAPAT INTERNAL,120000
612412101/BIAYA JAMUAN KANTOR,14/12/2020,JAMUAN TAMU DINAS,75000
612412101/BIAYA JAMUAN KANTOR,15/12/2020,JAMUAN INTERNAL,1050000
612412101/BIAYA JAMUAN KANTOR,17/12/2020,JAMUAN BM,36500
612412101/BIAYA JAMUAN KANTOR,17/12/2020,JAMUAN BM,168700
612403103/RUMAH TANGGA,15/12/2020,"KOPI, TEH & GULA",372400
612403103/RUMAH TANGGA,17/12/2020,MATERAI ADM UMUM,300000
612403103/RUMAH TANGGA,15/12/2020,GAS DAPUR LT 2,148000
612414101/BBM/TOL /PARKIR,14/12/2020,PEMB. BBM MOTOR DINAS,30000
612412101/BIAYA JAMUAN KANTOR,08/01/2021,JAMUAN RAPAT INTERNAL,116000
612412101/BIAYA JAMUAN KANTOR,11/01/2021,JAMUAN INTERNAL,295000
612412101/BIAYA JAMUAN KANTOR,09/01/2021,JAMUAN INTERNAL,300000
612412101/BIAYA JAMUAN KANTOR,13/01/2021,JAMUAN INTERNAL,51000
612412101/BIAYA JAMUAN KANTOR,13/01/2021,JAMUAN TAMU DINAS,297000
612412101/BIAYA JAMUAN KANTOR,13/01/2021,JAMUAN TAMU DINAS,34500
612412101/BIAYA JAMUAN KANTOR,13/01/2021,JAMUAN TAMU DINAS,248000
612403103/RUMAH TANGGA,08/01/2021,"KOPI, TEH & GULA",509700
612403103/RUMAH TANGGA,08/01/2021,INDOCAFE,85500
612403103/RUMAH TANGGA,10/01/2021,PEMB. LAMPU DAPUR & KM LT 2,200000
612403103/RUMAH TANGGA,12/01/2021,RAK AIR MINUM MEJA RUANG TAMU LT 2,59500
612403103/RUMAH TANGGA,13/01/2021,BATERAI,19900
612403103/RUMAH TANGGA,12/01/2021,SAJADAH MUSHOLA LT 2,145000
612403103/RUMAH TANGGA,12/01/2021,ENTRANCE MAT (PENGESAT KAKI) KANTOR,719500
612415103/RETRIBUSI & KEBERSIHAN,08/01/2021,DANA BANTUAN BULAN JANUARI 2021,100000
612415103/RETRIBUSI & KEBERSIHAN,08/01/2021,RETRIBUSI KEBERSIHAN KANTOR,300000
"612403101/TELPON,INTERNET,FASIMILI",08/01/2021,PEMBELIAN PULSA LAYANAN,124000
"612403101/TELPON,INTERNET,FASIMILI",12/01/2021,PEMBELIAN PULSA USDM,62000
"612403101/TELPON,INTERNET,FASIMILI",13/01/2021,PEMBELIAN PULSA MODEM,104000
612412101/BIAYA JAMUAN KANTOR,15/01/2021,JAMUAN EKSTERNAL - KABAN BKPSDM,250779
612412101/BIAYA JAMUAN KANTOR,22/01/2021,JAMUAN INTERNAL,216500
612412101/BIAYA JAMUAN KANTOR,18/01/2021,JAMUAN INTERNAL - SWABTEST KC BOGOR,788800
612412101/BIAYA JAMUAN KANTOR,20/01/2021,JAMUAN INTERNAL,294037
612412101/BIAYA JAMUAN KANTOR,20/01/2021,JAMUAN EKSTERNAL - SEKDA,379517
612412101/BIAYA JAMUAN KANTOR,22/01/2021,JAMUAN INTERNAL - RUANG RAPAT LT 2,247700
612412101/BIAYA JAMUAN KANTOR,27/01/2021,JAMUAN INTERNAL BIMUM,524500
612403103/RUMAH TANGGA,07/01/2021,AIR MINUM KARYAWAN,1387000
612403103/RUMAH TANGGA,20/01/2021,PEMBELIAN GELAS,84000
612403103/RUMAH TANGGA,26/01/2021,PEMBELIAN MASKER KARYAWAN,165000
612403103/RUMAH TANGGA,21/01/2020,PEMBELIAN ALAT PEMASANGAN AKRILIK LOKET CS,90000
612403103/RUMAH TANGGA,21/01/2021,PEMBELIAN AKRILIK LOKET CS,200000
612403103/RUMAH TANGGA,25/01/2021,PEMBELIAN MASKER KARYAWAN,730000
612403103/RUMAH TANGGA,23/01/2021,PERL. JEC & SEPULL MIC,140000
612201102/BIAYA PUBLIKASI & DOKUMENTASI,15/01/2021,BIAYA CETAK BANNER,120000
612408101/ PEMELIHARAAN KANTOR,20/01/2021,SUBRON PELAMPUNG (CLOSET TOILET LT 1),112000
612408101/ PEMELIHARAAN KANTOR,16/01/2021,STOP KRAN CLOSET LT 2,80000
612414101/BBM/TOL/PARKIR,21/01/2021,PEMBELIAN BBM MOBIL DINAS,350000
612414101/BBM/TOL/PARKIR,21/01/2021,PEMBELIAN BBM MOBIL DINAS,300000
612414101/BBM/TOL/PARKIR,25/01/2021,PEMBELIAN BBM MOBIL DINAS ,220000
612414101/BBM/TOL/PARKIR,27/01/2021,PEMBELIAN BBM MOBIL DINAS ,243000
612408103/PEMELIHARAAN/PERBAIKAN KENDARAAAN,25/01/2021,NITRO-PLUS  MOBIL DINAS  ,16000
612415103/RETRIBUSI & KEBERSIHAN,27/01/2021,RETRIBUSI KEBERSIHAN RUMAH DINAS,300000
612308102/BEBAN BINA BAPORSENI,28/01/2021,PEMBELIAN PERALATAN OLAHRAGA,185000
612412101/BIAYA JAMUAN KANTOR,08/02/2021,JAMUAN EKSTERNAL - BKAD KAB & KOTA SMI,240000
612412101/BIAYA JAMUAN KANTOR,09/02/2021,JAMUAN EKSTERNAL - BKAD & BKPSDM KOTA BGR,116000
612412101/BIAYA JAMUAN KANTOR,09/02/2021,JAMUAN EKSTERNAL - BKAD & BKPSDM KOTA BGR,176000
612412101/BIAYA JAMUAN KANTOR,09/02/2021,JAMUAN EKSTERNAL  -KELUARGA ALM. P. AGUNG (PENSIUNAN TASPEN),324485
612412101/BIAYA JAMUAN KANTOR,10/02/2021,JAMUAN EKSTERNAL  - BKAD & BKPSDM KOTA BGR,65000
612412101/BIAYA JAMUAN KANTOR,10/02/2021,JAMUAN EKSTERNAL  - BKAD & BKPSDM KOTA BGR,425000
612412101/BIAYA JAMUAN KANTOR,10/02/2021,JAMUAN EKSTERNAL  - BKAD & BKPSDM KOTA BGR,1230000
612412101/BIAYA JAMUAN KANTOR,10/02/2021,JAMUAN EKSTERNAL  - BKAD & BKPSDM KOTA BGR,65000
612412101/BIAYA JAMUAN KANTOR,10/02/2021,JAMUAN INTERNAL - KARY. COVID,284991
612415103/RETRIBUSI & KEBERSIHAN,10/02/2021,DANA BANTUAN KEGIATAN SOSIAL KALIBATA ,100000
612403103/RUMAH TANGGA,08/02/2021,PEMB. KAIN ALAS MEJA RAPAT,200000
612403103/RUMAH TANGGA,08/02/2021,NECI KAIN ALAS MEJA RAPAT,96000
612414101/BBM/TOL/PARKIR,16/03/2021,BBM MOBIL DINAS ,233000
612414101/BBM/TOL/PARKIR,16/03/2021,BBM MOBIL DINAS,400000
612414101/BBM/TOL/PARKIR,16/03/2021,BBM MOBIL DINAS,300000
612414101/BBM/TOL/PARKIR,16/03/2021,BBM MOBIL DINAS ,300000
612414101/BBM/TOL/PARKIR,16/03/2021,BBM MOTOR DINAS,20000
612412101/BIAYA JAMUAN KANTOR,10/03/2021,JAMUAN INTERNAL (PARCEL KARY COVID),161362
612412101/BIAYA JAMUAN KANTOR,17/03/2021,JAMUAN INTERNAL,101000
612308102/BEBAN BINA BAPORSENI,09/03/2021,SEWA LAPANGAN ,40000
612308102/BEBAN BINA BAPORSENI,05/03/2021,PEMB. JARING LAP. VOLI,582000
612308102/BEBAN BINA BAPORSENI,06/03/2021,PEMB. PERLENGKAPAN PEMASANGAN JARING,23000
612308102/BEBAN BINA BAPORSENI,07/03/2021,PEMB. PERLENGKAPAN TIANG PENYANGGA JARING,288000
612408103/BEBAN PEM KENDARAAN,10/03/2021,PEMB. CARRERA SHAMPO MOBIL,31600
612403103/RUMAH TANGGA,16/03/2021,PEMB. GELAS KERTAS DAN PLASTIK SAMPAH,99000
612203106/BEBAN LAY PESERTA,16/03/2021,BBM MOBIL TASPEN ,400000
612203106/BEBAN LAY PESERTA,17/03/2021,PEMB. PENGGANTIAN TULISAN WEB DAN LOGO MOBIL LAYANAN TASPEN,1400000
"612403101/TELPON,INTERNET,FASIMILI",18/03/2021,PEMB. PULSA LAYANAN,124000
612203106/BEBAN LAY PESERTA,16/03/2021,BBM MOBIL TASPEN ,400000
612203106/BEBAN LAY PESERTA,17/03/2021,PEMB. PENGGANTIAN TULISAN WEB DAN LOGO MOBIL LAYANAN TASPEN,1400000
"612403101/TELPON,INTERNET,FASIMILI",18/03/2021,PEMB. PULSA LAYANAN,124000
612414101/BBM/TOL/PARKIR,19/03/2021,BBM MOBIL DINAS,300000
612414101/BBM/TOL/PARKIR,18/03/2021,BBM MOBIL DINAS ,254000
612414101/BBM/TOL/PARKIR,21/03/2021,BBM MOBIL DINAS ,255000
612414101/BBM/TOL/PARKIR,17/03/2021,BBM MOBIL DINAS,250000
