AKUN,DESKRIPSI,TANGGAL,DESKRIPSI KEGIATAN,REALISASI (RP),BULAN,TAHUN,Normalisasi,Klaster
612414101,BBM/TOL/PARKIR,25/09/2020,BBM MOTOR  DINAS ,30000,9,2020,0.000925,1
612308102,BEBAN BINA BAPORSENI,22/09/2020,BANTUAN TASPEN KPD KOMUNITAS MUSISI CAFE & RESTO BOGOR,1000000,9,2020,0.033566,1
612412101,BIAYA JAMUAN KANTOR,01/10/2020,JAMUAN INTERNAL,900000,10,2020,0.030201,1
612412101,BIAYA JAMUAN KANTOR,25/09/2020,JAMUAN INTERNAL,700000,9,2020,0.023471,1
612412101,BIAYA JAMUAN KANTOR,28/09/2020,JAMUAN INTERNAL,189000,9,2020,0.006276,1
612412101,BIAYA JAMUAN KANTOR,02/10/2020,JAMUAN INTERNAL,700000,10,2020,0.023471,1
612412101,BIAYA JAMUAN KANTOR,28/09/2020,JAMUAN TAMU DINAS,290000,9,2020,0.009674,1
612403103,RUMAH TANGGA,01/10/2020,GELAS CUP KERTAS,97500,10,2020,0.003197,1
612203106,BIAYA LAYANAN PESERTA,29/09/2020,AIR MINUM PESERTA,720000,9,2020,0.024144,1
612412101,BIAYA JAMUAN KANTOR,06/10/2020,JAMUAN RAPAT INTERNAL,155000,10,2020,0.005132,1
612412101,BIAYA JAMUAN KANTOR,05/10/2020,JAMUAN INTERNAL,320000,10,2020,0.010684,1
612412101,BIAYA JAMUAN KANTOR,28/09/2020,JAMUAN INTERNAL,450000,9,2020,0.015058,1
612412101,BIAYA JAMUAN KANTOR,28/09/2020,JAMUAN INTERNAL BM,195100,9,2020,0.006481,1
612412101,BIAYA JAMUAN KANTOR,07/10/2020,JAMUAN INTERNAL,165000,10,2020,0.005468,1
612403103,RUMAH TANGGA,02/10/2020,KARANGAN BUNGA PERPISAHAN P. SEKDA ADE SARIEF HIDAYAT,525000,10,2020,0.017582,1
612403103,RUMAH TANGGA,02/10/2020,BUNGA PAPAN PERNIKAHAN,750550,10,2020,0.025172,1
612403103,RUMAH TANGGA,02/10/2020,MASKER KARYAWAN,660000,10,2020,0.022125,1
612401102,BEBAN FOTOCOPY,05/06/2020,PEMB. JILID SPIRAL & LAMINATING LAPORAN KEUANGAN,84000,6,2020,0.002742,0
612414101,BBM/TOL/PARKIR,02/10/2020,BBM MOBIL DINAS ,200000,10,2020,0.006646,1
612414101,BBM/TOL/PARKIR,06/10/2020,BBM MOBIL DINAS ,285000,10,2020,0.009506,1
612414101,BBM/TOL/PARKIR,07/10/2020,BBM MOBIL DINAS,300000,10,2020,0.010011,1
612414101,BBM/TOL/PARKIR,07/10/2020,BBM MOBIL DINAS ,350000,10,2020,0.011693,1
612412101,BIAYA JAMUAN KANTOR,01/10/2020,JAMUAN INTERNAL KANTOR,160000,10,2020,0.0053,1
612412101,BIAYA JAMUAN KANTOR,02/10/2020,JAMUAN INTERNAL KANTOR,110000,10,2020,0.003617,1
612412101,BIAYA JAMUAN KANTOR,07/10/2020,JAMUAN EKSTERNAL,385000,10,2020,0.012871,1
612412101,BIAYA JAMUAN KANTOR,08/10/2020,JAMUAN INTERNAL KANTOR,112000,10,2020,0.003685,1
612412101,BIAYA JAMUAN KANTOR,07/10/2020,JAMUAN INTERNAL KANTOR,166000,10,2020,0.005502,1
612412101,BIAYA JAMUAN KANTOR,08/10/2020,JAMUAN EKSTERNAL,152500,10,2020,0.005048,1
612412101,BIAYA JAMUAN KANTOR,10/10/2020,JAMUAN TAMU DINAS,550000,10,2020,0.018423,1
612412101,BIAYA JAMUAN KANTOR,12/10/2020,JAMUAN INTERNAL,450000,10,2020,0.015058,1
612403103,RUMAH TANGGA,09/10/2020,PEMB. BUTIRAN STYROFOAM,5000,10,2020,0.000084,1
612403103,RUMAH TANGGA,09/10/2020,PEMB. LUNA AQUARIUM,63000,10,2020,0.002036,1
612403103,RUMAH TANGGA,10/10/2020,PEMB. KARANGAN BUNGA MAWAR PERPISAHAN PAK SEKDA,120000,10,2020,0.003954,1
612403103,RUMAH TANGGA,12/10/2020,PEMB. MATERAI 6000,300000,10,2020,0.010011,1
612401102,BEBAN FOTOCOPY,08/10/2020,PEMB. JILID SPIRAL & LAMINATING JKK JKM,16000,10,2020,0.000454,1
612203106,BIAYA LAYANAN PESERTA,08/10/2020,PEMBELIAN PULSA LAYANAN,124000,10,2020,0.004089,1
612415103,RETRIBUSI & KEBERSIHAN,08/10/2020,PEMBY. BIAYA KEBERSIHAN KANTOR,300000,10,2020,0.010011,1
612201102,BIAYA PUBLIKASI & DOKUMENTASI,06/10/2020,PEMB. PUBLIKASI RADAR ,1200000,10,2020,0.040296,1
612201102,BIAYA PUBLIKASI & DOKUMENTASI,09/10/2020,PEMB. STEROFOAM SIMBOLIS THT & PENSIUN,30000,10,2020,0.000925,1
612414101,BBM/TOL/PARKIR,02/10/2020,BBM MOBIL DINAS ,240000,10,2020,0.007992,1
612414101,BBM/TOL/PARKIR,06/10/2020,BBM MOBIL DINAS,400000,10,2020,0.013376,1
612414101,BBM/TOL/PARKIR,07/10/2020,BBM MOBIL DINAS ,250000,10,2020,0.008328,1
612403103,RUMAH TANGGA,03/10/2020,KARANGAN BUNGA ULANG TAHUN,1500000,10,2020,0.050391,1
612403103,RUMAH TANGGA,05/10/2020,KARANGAN BUNGA ULANG TAHUN,1500000,10,2020,0.050391,1
612403103,RUMAH TANGGA,07/10/2020,KARANGAN BUNGA PELANTIKAN SEKDA KOTA BOGOR - IBU SYARIFAH SOFIAH,1000000,10,2020,0.033566,1
612412101,BIAYA JAMUAN KANTOR,13/10/2020,JAMUAN INTERNAL,83800,10,2020,0.002736,1
612412101,BIAYA JAMUAN KANTOR,14/10/2020,JAMUAN INTERNAL,186000,10,2020,0.006175,1
612412101,BIAYA JAMUAN KANTOR,14/10/2020,JAMUAN INTERNAL,203500,10,2020,0.006764,1
612403103,RUMAH TANGGA,12/10/2020,"PEMB. KOPI, GULA & TEH",447000,10,2020,0.014958,1
612403103,RUMAH TANGGA,10/10/2020,PEMB. TISSUE MIC,50000,10,2020,0.001598,1
612403103,RUMAH TANGGA,13/10/2020,"PEMB. AKRILIK TULISAN ""SELAIN PETUGAS DILARANG MASUK"" RUANG DOSIR",150000,10,2020,0.004963,1
612403103,RUMAH TANGGA,10/10/2020,PEMB. KARANGAN BUNGA PERNIKAHAN PUTERI,750000,10,2020,0.025154,1
612408101,PEMELIHARAAN KANTOR,13/10/2020,PEMBELIAN PERLENGKAPAN KANTOR,1392300,10,2020,0.046767,1
612408101,PEMELIHARAAN KANTOR,10/10/2020,PEMB. LAMPU & KABEL LISTRIK LT 2 KANTOR,352000,10,2020,0.011761,1
612408101,PEMELIHARAAN KANTOR,13/10/2020,PEMB. ALAT KEBERSIHAN ,375000,10,2020,0.012535,1
612414101,BBM/TOL/PARKIR,13/10/2020,BBM MOBIL DINAS ,275000,10,2020,0.00917,1
612414101,BBM/TOL/PARKIR,14/10/2020,BBM MOBIL DINAS,300000,10,2020,0.010011,1
612408103,PEMELIHARAAN/PERBAIKAN KENDARAAAN,13/10/2020,NITRO-PLUS  MOBIL DINAS  ,40000,10,2020,0.001262,1
612415103,RETRIBUSI & KEBERSIHAN,12/10/2020,DANA BANTUAN KEG. SOSIAL,100000,10,2020,0.003281,1
612412101,BIAYA JAMUAN KANTOR,15/10/2020,JAMUAN INTERNAL,680000,10,2020,0.022798,1
612412101,BIAYA JAMUAN KANTOR,20/10/2020,JAMUAN INTERNAL,140000,10,2020,0.004627,1
612412101,BIAYA JAMUAN KANTOR,20/10/2020,JAMUAN TAMU DINAS,33000,10,2020,0.001026,1
612412101,BIAYA JAMUAN KANTOR,20/10/2020,JAMUAN TAMU DINAS,145000,10,2020,0.004795,1
612412101,BIAYA JAMUAN KANTOR,20/10/2020,JAMUAN TAMU DINAS,200000,10,2020,0.006646,1
612412101,BIAYA JAMUAN KANTOR,20/10/2020,JAMUAN INTERNAL,420000,10,2020,0.014049,1
612403103,RUMAH TANGGA,20/10/2020,KARANGAN BUNGA ULANG TAHUN BM KC BOGOR,300000,10,2020,0.010011,1
612403103,RUMAH TANGGA,20/10/2020,PEMB. PLASTIK WRAPING ,24500,10,2020,0.00074,1
612403103,RUMAH TANGGA,30/09/2020,AIR MINUM KARYAWAN,893001,9,2020,0.029966,1
612403103,RUMAH TANGGA,19/10/2020,PEMB. CONVETTI 30 CM,32000,10,2020,0.000993,1
612403103,RUMAH TANGGA,20/10/2020,PEMB. PIRING PLASTIK & GARPU KUE,51000,10,2020,0.001632,1
612201102,BIAYA PUBLIKASI & DOKUMENTASI,19/10/2020,BIAYA CETAK ROLL UP BANNER,285000,10,2020,0.009506,1
612414101,BBM/TOL/PARKIR,15/10/2020,BBM MOBIL DINAS,350000,10,2020,0.011693,1
612414101,BBM/TOL/PARKIR,19/10/2020,BBM MOBIL DINAS ,200000,10,2020,0.006646,1
612412101,BIAYA JAMUAN KANTOR,22/10/2020,JAMUAN INTERNAL,840000,10,2020,0.028182,1
612412101,BIAYA JAMUAN KANTOR,20/10/2020,JAMUAN INTERNAL,175000,10,2020,0.005805,1
612412101,BIAYA JAMUAN KANTOR,22/10/2020,JAMUAN INTERNAL,307500,10,2020,0.010263,1
612403103,RUMAH TANGGA,22/10/2020,PEMBATAS BINDER,95000,10,2020,0.003113,1
612403103,RUMAH TANGGA,21/10/2020,POST IT SIGN HERE,50000,10,2020,0.001598,1
612403103,RUMAH TANGGA,20/10/2020,THINWAL-BOX PLASTIK,64000,10,2020,0.002069,1
612201102,BIAYA PUBLIKASI & DOKUMENTASI,21/10/2020,BIAYA CETAK A3,21000,10,2020,0.000623,1
612201102,BIAYA PUBLIKASI & DOKUMENTASI,21/10/2020,BIAYA CETAK ROLL UP BANNER AKHLAK NEW CORE VALUES,285000,10,2020,0.009506,1
612414101,BBM/TOL/PARKIR,21/10/2020,BBM MOBIL DINAS,250000,10,2020,0.008328,1
612414101,BBM/TOL/PARKIR,22/10/2020,BBM MOBIL DINAS ,248000,10,2020,0.008261,1
612403103,RUMAH TANGGA,26/10/2020,PEMB. KARANGAN BUNGA SUKA CITA PERNIKAHAN DES PUTRI BPK DESRIZAL,500000,10,2020,0.016741,1
612412101,BIAYA JAMUAN KANTOR,26/10/2020,JAMUAN INTERNAL,364000,10,2020,0.012165,1
612203106,BIAYA LAYANAN PESERTA,26/10/2020,PEMBELIAN PULSA MODEM LAYANAN,104000,10,2020,0.003415,1
612414101,BBM/TOL/PARKIR,26/10/2020,BBM MOBIL DINAS,250000,10,2020,0.008328,1
612414101,BBM/TOL/PARKIR,26/10/2020,BBM MOBIL DINAS,350000,10,2020,0.011693,1
612412101,BIAYA JAMUAN KANTOR,03/11/2020,JAMUAN INTERNAL,36300,11,2020,0.001137,1
612412101,BIAYA JAMUAN KANTOR,04/11/2020,JAMUAN INTERNAL,57000,11,2020,0.001834,1
612412101,BIAYA JAMUAN KANTOR,04/11/2020,JAMUAN INTERNAL,256000,11,2020,0.00853,1
612412101,BIAYA JAMUAN KANTOR,01/11/2020,JAMUAN INTERNAL,332000,11,2020,0.011088,1
612412101,BIAYA JAMUAN KANTOR,04/11/2020,JAMUAN RAPAT INTERNAL,83000,11,2020,0.002709,1
612414101,BBM/TOL/PARKIR,01/11/2020,BBM MOBIL DINAS ,180000,11,2020,0.005973,1
612414101,BBM/TOL/PARKIR,03/11/2020,BBM MOBIL DINAS ,315000,11,2020,0.010516,1
612414101,BBM/TOL/PARKIR,27/10/2020,BBM MOBIL DINAS,350000,10,2020,0.011693,1
612403103,RUMAH TANGGA,03/11/2020,PEMB. ISI CUTTER,24000,11,2020,0.000723,1
612408101,PEMELIHARAAN KANTOR,03/11/2020,PEMB. RACUN RUMPUT,80000,11,2020,0.002608,1
612408101,PEMELIHARAAN KANTOR,02/11/2020,PEMB. PERL. PERBAIKAN KRAN,96500,11,2020,0.003163,1
612408101,PEMELIHARAAN KANTOR,19/10/2020,PEMB. PERL. TAMAN,235000,10,2020,0.007824,1
612401102,BEBAN FOTOCOPY,03/11/2020,LAMINATING & JILID SPIRAL KAWAT LAP KEUANGAN,62000,11,2020,0.002002,1
612412101,BIAYA JAMUAN KANTOR,03/11/2020,JAMUAN INTERNAL,187000,11,2020,0.006208,1
612412101,BIAYA JAMUAN KANTOR,04/11/2020,JAMUAN INTERNAL,50000,11,2020,0.001598,1
612412101,BIAYA JAMUAN KANTOR,10/11/2020,JAMUAN INTERNAL,186000,11,2020,0.006175,1
612412101,BIAYA JAMUAN KANTOR,06/10/2020,JAMUAN INTERNAL,720000,10,2020,0.024144,1
612412101,BIAYA JAMUAN KANTOR,10/11/2020,JAMUAN TAMU DINAS,700000,11,2020,0.023471,1
612408101,PEMELIHARAAN KANTOR,05/11/2020,SLINDER KUNCI,80000,11,2020,0.002608,1
612408101,PEMELIHARAAN KANTOR,07/11/2020,KRAN & SELANG WASTAFEL,225000,11,2020,0.007487,1
612403103,RUMAH TANGGA,12/10/2020,AKRILIK HURUF TASPEN ,1700000,10,2020,0.057121,1
612414101,BBM/TOL/PARKIR,05/11/2020,BBM MOBIL DINAS ,236000,11,2020,0.007857,1
612414101,BBM/TOL/PARKIR,09/11/2020,BBM MOBIL DINAS,300000,11,2020,0.010011,1
612414101,BBM/TOL/PARKIR,09/11/2020,BBM MOBIL DINAS,400000,11,2020,0.013376,1
612414101,BBM/TOL/PARKIR,06/11/2020,BBM MOTOR DINAS,25000,11,2020,0.000757,1
612414101,BBM/TOL/PARKIR,06/11/2020,TOL MOBIL DINAS : TOL BOGOR,7000,11,2020,0.000151,1
612208201,PEM. SOFT/HARD,04/11/2020,SETTING PASSWORD DAN RESET ACCESS POINT KANTOR,300000,11,2020,0.010011,1
612412101,BIAYA JAMUAN KANTOR,01/11/2020,JAMUAN INTERNAL,40000,11,2020,0.001262,1
612412101,BIAYA JAMUAN KANTOR,13/11/2020,JAMUAN INTERNAL,83000,11,2020,0.002709,1
612412101,BIAYA JAMUAN KANTOR,13/11/2020,JAMUAN INTERNAL,131000,11,2020,0.004324,1
612403101,"TELEPON/INTERNET/FASIMILI,AIR, LISTRIK & GAS",12/05/2020,GAS 12 KG,148000,5,2020,0.004896,0
612403103,RUMAH TANGGA,12/11/2020,MASKER HIJAB,577500,11,2020,0.019349,1
612414101,BBM/TOL/PARKIR,09/11/2020,BBM MOBIL DINAS ,247000,11,2020,0.008227,1
612414101,BBM/TOL/PARKIR,12/11/2020,BBM MOBIL DINAS ,250000,11,2020,0.008328,1
612414101,BBM/TOL/PARKIR,13/11/2020,BBM MOBIL DINAS ,247000,11,2020,0.008227,1
612414101,BBM/TOL/PARKIR,03/11/2020,BBM MOTOR DINAS,20000,11,2020,0.000589,1
612203106,BIAYA LAYANAN PESERTA,12/11/2020,AIR MINUM PESERTA,720000,11,2020,0.024144,1
612203106,BIAYA LAYANAN PESERTA,11/11/2020,PEMB. PULSA HP LAYANAN,124000,11,2020,0.004089,1
612415103,RETRIBUSI & KEBERSIHAN,12/11/2020,PEMBY. BIAYA KEBERSIHAN KANTOR,300000,11,2020,0.010011,1
612415103,SUMBANGAN SUKARELA,16/11/2020,DANA BANTUAN KEGIATAN LOMBA MENULIS CERPEN SE KOTA BOGOR,500000,11,2020,0.016741,1
612415103,SUMBANGAN SUKARELA,10/11/2020,DANA BANTUAN BULAN NOV 2020,100000,11,2020,0.003281,1
612403103,RUMAH TANGGA,07/11/2020,PEMB. AIR MINUM KARYAWAN,1007000,11,2020,0.033802,1
612403103,RUMAH TANGGA,13/11/2020,PEMB. INDOCAFE,86700,11,2020,0.002833,1
612403103,RUMAH TANGGA,12/11/2020,"PEMB. KOPI, TEH, GULA",489000,11,2020,0.016371,1
612408101,PEMELIHARAAN KANTOR,13/11/2020,PEMBELIAN PERALATAN KEBERSIHAN,440000,11,2020,0.014722,1
612408101,PEMELIHARAAN KANTOR,13/11/2020,PEMBELIAN PERLENGKAPAN KANTOR,1277900,11,2020,0.042917,1
612412101,BIAYA JAMUAN KANTOR,16/11/2020,JAMUAN INTERNAL,51000,11,2020,0.001632,1
612412101,BIAYA JAMUAN KANTOR,18/11/2020,JAMUAN RAPAT INTERNAL,60000,11,2020,0.001935,1
612414101,BBM/TOL/PARKIR,17/11/2020,BBM MOBIL DINAS ,282000,11,2020,0.009405,1
612414101,BBM/TOL/PARKIR,16/11/2020,BBM MOBIL DINAS,350000,11,2020,0.011693,1
612414101,BBM/TOL/PARKIR,19/11/2020,BBM MOBIL DINAS ,238590,11,2020,0.007944,1
612414101,BBM/TOL/PARKIR,20/11/2020,BBM MOBIL DINAS ,250000,11,2020,0.008328,1
612414101,BBM/TOL/PARKIR,20/11/2020,BBM MOBIL DINAS ,400000,11,2020,0.013376,1
612414101,BBM/TOL/PARKIR,15/11/2020,BBM MOTOR DINAS,30000,11,2020,0.000925,1
612401102,BEBAN FOTOCOPY,19/11/2020,PEMB. PRINT PENGUMUMAN LAYANAN PESERTA A3,7000,11,2020,0.000151,1
612403103,RUMAH TANGGA,20/11/2020,PEMBELIAN MATERAI UMUM,345000,11,2020,0.011525,1
811010108,BEBAN COVID-19,11/11/2020,SWABTEST AN LINDAWATI SIAHAAN,900000,11,2020,0.030201,1
612412101,BIAYA JAMUAN KANTOR,23/11/2020,JAMUAN INTERNAL,318500,11,2020,0.010633,1
612412101,BIAYA JAMUAN KANTOR,25/11/2020,JAMUAN INTERNAL,304700,11,2020,0.010169,1
612412101,BIAYA JAMUAN KANTOR,26/11/2020,JAMUAN INTERNAL,319200,11,2020,0.010657,1
612412101,BIAYA JAMUAN KANTOR,23/11/2020,JAMUAN INTERNAL,217000,11,2020,0.007218,1
612412101,BIAYA JAMUAN KANTOR,24/11/2020,JAMUAN INTERNAL,230000,11,2020,0.007655,1
612412101,BIAYA JAMUAN KANTOR,24/11/2020,JAMUAN INTERNAL,46400,11,2020,0.001477,1
612412101,BIAYA JAMUAN KANTOR,23/11/2020,JAMUAN INTERNAL,24500,11,2020,0.00074,1
612412101,BIAYA JAMUAN KANTOR,26/11/2020,JAMUAN INTERNAL,98000,11,2020,0.003214,1
612412101,BIAYA JAMUAN KANTOR,26/11/2020,JAMUAN INTERNAL,60000,11,2020,0.001935,1
612412101,BIAYA JAMUAN KANTOR,23/11/2020,JAMUAN INTERNAL,215000,11,2020,0.007151,1
612412101,BIAYA JAMUAN KANTOR,24/11/2020,JAMUAN INTERNAL,170000,11,2020,0.005636,1
612412101,BIAYA JAMUAN KANTOR,25/11/2020,JAMUAN INTERNAL,124500,11,2020,0.004105,1
612412101,BIAYA JAMUAN KANTOR,26/11/2020,JAMUAN INTERNAL,196000,11,2020,0.006511,1
612412101,BIAYA JAMUAN KANTOR,26/11/2020,JAMUAN INTERNAL,36500,11,2020,0.001144,1
612414101,BBM/TOL /PARKIR,24/11/2020,BBM MOBIL DINAS,289980,11,2020,0.009674,1
612414101,BBM/TOL /PARKIR,24/11/2020,BBM MOBIL DINAS ,235000,11,2020,0.007824,1
612414101,BBM/TOL /PARKIR,24/11/2020,BBM MOBIL DINAS ,300000,11,2020,0.010011,1
612414101,BBM/TOL /PARKIR,26/11/2020,BBM MOBIL DINAS ,273000,11,2020,0.009102,1
612414101,BBM/TOL /PARKIR,25/11/2020,BBM MOBIL DINAS,350000,11,2020,0.011693,1
612414101,BBM/TOL /PARKIR,24/11/2020,TOL MOBIL DINAS: CILILITAN,10000,11,2020,0.000252,1
612414101,BBM/TOL /PARKIR,24/11/2020,TOL MOBIL DINAS: BOGOR,7000,11,2020,0.000151,1
612414101,BBM/TOL /PARKIR,20/11/2020,TOL MOBIL DINAS: SENTUL BARAT,10000,11,2020,0.000252,1
612414101,BBM/TOL /PARKIR,21/11/2020,TOL MOBIL DINAS: SENTUL BARAT,10000,11,2020,0.000252,1
612412101,BIAYA JAMUAN KANTOR,23/11/2020,JAMUAN INTERNAL,75000,11,2020,0.00244,1
612412101,BIAYA JAMUAN KANTOR,26/11/2020,JAMUAN INTERNAL,113000,11,2020,0.003718,1
612412101,BIAYA JAMUAN KANTOR,23/11/2020,JAMUAN INTERNAL,66000,11,2020,0.002137,1
612412101,BIAYA JAMUAN KANTOR,24/11/2020,JAMUAN INTERNAL,220000,11,2020,0.007319,1
612412101,BIAYA JAMUAN KANTOR,24/11/2020,JAMUAN INTERNAL,958000,11,2020,0.032153,1
612412101,BIAYA JAMUAN KANTOR,23/11/2020,JAMUAN INTERNAL,762000,11,2020,0.025557,1
612412101,BIAYA JAMUAN KANTOR,27/11/2020,JAMUAN TAMU DINAS,113000,11,2020,0.003718,1
612412101,BIAYA JAMUAN KANTOR,27/11/2020,JAMUAN TAMU DINAS,66000,11,2020,0.002137,1
612412101,BIAYA JAMUAN KANTOR,27/11/2020,JAMUAN TAMU DINAS,125000,11,2020,0.004122,1
612412101,BIAYA JAMUAN KANTOR,27/11/2020,JAMUAN TAMU DINAS,80000,11,2020,0.002608,1
612412101,BIAYA JAMUAN KANTOR,28/11/2020,JAMUAN TAMU DINAS,200000,11,2020,0.006646,1
612412101,BIAYA JAMUAN KANTOR,28/11/2020,JAMUAN TAMU DINAS,315000,11,2020,0.010516,1
612412101,BIAYA JAMUAN KANTOR,28/11/2020,JAMUAN TAMU DINAS,162000,11,2020,0.005367,1
612412101,BIAYA JAMUAN KANTOR,28/11/2020,JAMUAN TAMU DINAS,958000,11,2020,0.032153,1
612412101,BIAYA JAMUAN KANTOR,28/11/2020,JAMUAN TAMU DINAS,220000,11,2020,0.007319,1
612412101,BIAYA JAMUAN KANTOR,30/11/2020,JAMUAN TAMU DINAS,95000,11,2020,0.003113,1
612412101,BIAYA JAMUAN KANTOR,28/11/2020,JAMUAN TAMU DINAS,762000,11,2020,0.025557,1
612403103,RUMAH TANGGA,27/11/2020,KOPI,40000,11,2020,0.001262,1
612414101,BBM/TOL /PARKIR,27/11/2020,BBM MOBIL DINAS,250000,11,2020,0.008328,1
612414101,BBM/TOL /PARKIR,27/11/2020,BBM MOBIL DINAS,350000,11,2020,0.011693,1
612414101,BBM/TOL /PARKIR,30/11/2020,BBM MOBIL DINAS ,318000,11,2020,0.010617,1
612414101,BBM/TOL /PARKIR,26/11/2020,PEMB. BBM MOTOR DINAS,25000,11,2020,0.000757,1
612414101,BBM/TOL /PARKIR,02/12/2020,BBM MOBIL DINAS ,245000,12,2020,0.00816,1
612414101,BBM/TOL /PARKIR,02/12/2020,PEMB. BBM MOTOR DINAS,30000,12,2020,0.000925,1
612203106,BIAYA LAYANAN PESERTA,02/12/2020,AIR MINUM PESERTA,240000,12,2020,0.007992,1
612203103,BEBAN,25/11/2020,JAMUAN RAPAT KOORDINASI,3388550,11,2020,0.113941,1
612412101,BIAYA JAMUAN KANTOR,14/12/2020,JAMUAN RAPAT INTERNAL,120000,12,2020,0.003954,1
612412101,BIAYA JAMUAN KANTOR,14/12/2020,JAMUAN TAMU DINAS,75000,12,2020,0.00244,1
612412101,BIAYA JAMUAN KANTOR,15/12/2020,JAMUAN INTERNAL,1050000,12,2020,0.035249,1
612412101,BIAYA JAMUAN KANTOR,17/12/2020,JAMUAN BM,36500,12,2020,0.001144,1
612412101,BIAYA JAMUAN KANTOR,17/12/2020,JAMUAN BM,168700,12,2020,0.005593,1
612403103,RUMAH TANGGA,15/12/2020,"KOPI, TEH & GULA",372400,12,2020,0.012447,1
612403103,RUMAH TANGGA,17/12/2020,MATERAI ADM UMUM,300000,12,2020,0.010011,1
612403103,RUMAH TANGGA,15/12/2020,GAS DAPUR LT 2,148000,12,2020,0.004896,1
612414101,BBM/TOL /PARKIR,14/12/2020,PEMB. BBM MOTOR DINAS,30000,12,2020,0.000925,1
612412101,BIAYA JAMUAN KANTOR,08/01/2021,JAMUAN RAPAT INTERNAL,116000,1,2021,0.003819,2
612412101,BIAYA JAMUAN KANTOR,11/01/2021,JAMUAN INTERNAL,295000,1,2021,0.009843,2
612412101,BIAYA JAMUAN KANTOR,09/01/2021,JAMUAN INTERNAL,300000,1,2021,0.010011,2
612412101,BIAYA JAMUAN KANTOR,13/01/2021,JAMUAN INTERNAL,51000,1,2021,0.001632,2
612412101,BIAYA JAMUAN KANTOR,13/01/2021,JAMUAN TAMU DINAS,297000,1,2021,0.00991,2
612412101,BIAYA JAMUAN KANTOR,13/01/2021,JAMUAN TAMU DINAS,34500,1,2021,0.001077,2
612412101,BIAYA JAMUAN KANTOR,13/01/2021,JAMUAN TAMU DINAS,248000,1,2021,0.008261,2
612403103,RUMAH TANGGA,08/01/2021,"KOPI, TEH & GULA",509700,1,2021,0.017067,2
612403103,RUMAH TANGGA,08/01/2021,INDOCAFE,85500,1,2021,0.002793,2
612403103,RUMAH TANGGA,10/01/2021,PEMB. LAMPU DAPUR & KM LT 2,200000,1,2021,0.006646,2
612403103,RUMAH TANGGA,12/01/2021,RAK AIR MINUM MEJA RUANG TAMU LT 2,59500,1,2021,0.001918,2
612403103,RUMAH TANGGA,13/01/2021,BATERAI,19900,1,2021,0.000586,2
612403103,RUMAH TANGGA,12/01/2021,SAJADAH MUSHOLA LT 2,145000,1,2021,0.004795,2
612403103,RUMAH TANGGA,12/01/2021,ENTRANCE MAT (PENGESAT KAKI) KANTOR,719500,1,2021,0.024127,2
612415103,RETRIBUSI & KEBERSIHAN,08/01/2021,DANA BANTUAN BULAN JANUARI 2021,100000,1,2021,0.003281,2
612415103,RETRIBUSI & KEBERSIHAN,08/01/2021,RETRIBUSI KEBERSIHAN KANTOR,300000,1,2021,0.010011,2
612403101,"TELPON,INTERNET,FASIMILI",08/01/2021,PEMBELIAN PULSA LAYANAN,124000,1,2021,0.004089,2
612403101,"TELPON,INTERNET,FASIMILI",12/01/2021,PEMBELIAN PULSA USDM,62000,1,2021,0.002002,2
612403101,"TELPON,INTERNET,FASIMILI",13/01/2021,PEMBELIAN PULSA MODEM,104000,1,2021,0.003415,2
612412101,BIAYA JAMUAN KANTOR,15/01/2021,JAMUAN EKSTERNAL - KABAN BKPSDM,250779,1,2021,0.008355,2
612412101,BIAYA JAMUAN KANTOR,22/01/2021,JAMUAN INTERNAL,216500,1,2021,0.007201,2
612412101,BIAYA JAMUAN KANTOR,18/01/2021,JAMUAN INTERNAL - SWABTEST KC BOGOR,788800,1,2021,0.026459,2
612412101,BIAYA JAMUAN KANTOR,20/01/2021,JAMUAN INTERNAL,294037,1,2021,0.00981,2
612412101,BIAYA JAMUAN KANTOR,20/01/2021,JAMUAN EKSTERNAL - SEKDA,379517,1,2021,0.012687,2
612412101,BIAYA JAMUAN KANTOR,22/01/2021,JAMUAN INTERNAL - RUANG RAPAT LT 2,247700,1,2021,0.008251,2
612412101,BIAYA JAMUAN KANTOR,27/01/2021,JAMUAN INTERNAL BIMUM,524500,1,2021,0.017565,2
612403103,RUMAH TANGGA,07/01/2021,AIR MINUM KARYAWAN,1387000,1,2021,0.046589,2
612403103,RUMAH TANGGA,20/01/2021,PEMBELIAN GELAS,84000,1,2021,0.002742,2
612403103,RUMAH TANGGA,26/01/2021,PEMBELIAN MASKER KARYAWAN,165000,1,2021,0.005468,2
612403103,RUMAH TANGGA,21/01/2020,PEMBELIAN ALAT PEMASANGAN AKRILIK LOKET CS,90000,1,2020,0.002944,2
612403103,RUMAH TANGGA,21/01/2021,PEMBELIAN AKRILIK LOKET CS,200000,1,2021,0.006646,2
612403103,RUMAH TANGGA,25/01/2021,PEMBELIAN MASKER KARYAWAN,730000,1,2021,0.024481,2
612403103,RUMAH TANGGA,23/01/2021,PERL. JEC & SEPULL MIC,140000,1,2021,0.004627,2
612201102,BIAYA PUBLIKASI & DOKUMENTASI,15/01/2021,BIAYA CETAK BANNER,120000,1,2021,0.003954,2
612408101,PEMELIHARAAN KANTOR,20/01/2021,SUBRON PELAMPUNG (CLOSET TOILET LT 1),112000,1,2021,0.003685,2
